rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
4381,첫날,cheotnal,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4382,추모,chumo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4383,치명,chimyeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4384,캐시,kaesi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4385,컨셉,keonsep,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4386,타격,tagyeok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4387,통치,tongchi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4388,특유,teugyu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4389,패배,paebae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4390,포토,poto,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4391,합리,hapri,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4392,허위,heowi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4393,회관,hoegwan,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4394,회로,hoero,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4395,휴,hyu,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4396,갈수록,galsurok,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4397,걸음,georeum,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4398,게시,gesi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4399,경선,gyeongseon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4400,골라,golra,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4401,공단,gongdan,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4402,관리자,gwanrija,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4403,광산,gwangsan,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4404,구도,gudo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4405,날려,nalryeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4406,노조,nojo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4407,는군요,neungunyo,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4408,단점,danjeom,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4409,답답,dapdap,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4410,대륙,daeryuk,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4411,던져,deonjyeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4412,도리,dori,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4413,드래곤,deuraegon,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4414,말리,malri,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4415,면접,myeonjeop,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4416,무선,museon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4417,배팅,baeting,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4418,밴,baen,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4419,부회장,buhoejang,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4420,붕괴,bunggoe,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4421,브라이언,beuraieon,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4422,사소,saso,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4423,사이드,saideu,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4424,성질,seongjil,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4425,소금,sogeum,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4426,쉐,swe,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4427,스코어,seukoeo,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4428,스피드,seupideu,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4429,시청자,sicheongja,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4430,시킨다,sikinda,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4431,신다,sinda,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4432,신선,sinseon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4433,악기,akgi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4434,야구장,yagujang,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4435,업소,eopso,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4436,에어컨,eeokeon,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4437,여기저기,yeogijeogi,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4438,연휴,yeonhyu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4439,영장,yeongjang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4440,오가,oga,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4441,오프,opeu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4442,욕망,yokmang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4443,워즈,wojeu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4444,윈,win,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4445,유전,yujeon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4446,입문,ipmun,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4447,입법,ipbeop,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4448,입양,ibyang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4449,자본주의,jabonjuui,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4450,작곡,jakgok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4451,정해,jeonghae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4452,조리,jori,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4453,조만간,jomangan,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4454,조화,johwa,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4455,주자,juja,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4456,줄까,julkka,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4457,질투,jiltu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4458,짚,jip,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4459,초청,chocheong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4460,침해,chimhae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4461,캐스팅,kaeseuting,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4462,캔,kaen,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4463,쿄,kyo,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4464,타자,taja,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4465,탄소,tanso,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4466,통로,tongro,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4467,파운드,paundeu,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4468,판정,panjeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4469,품질,pumjil,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4470,풍경,punggyeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4471,하위,hawi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4472,한잔,hanjan,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4473,항복,hangbok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4474,해져,haejyeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4475,향기,hyanggi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4476,형상,hyeongsang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4477,혜택,hyetaek,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4478,호소,hoso,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4479,감히,gamhi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4480,강간,ganggan,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4481,교장,gyojang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4482,꽂,kkot,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4483,대개,daegae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4484,대피,daepi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4485,드러내,deureonae,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4486,레이저,reijeo,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4487,로맨틱,romaentik,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4488,릿,rit,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4489,마비,mabi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4490,매매,maemae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4491,모았,moat,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4492,무력,muryeok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4493,반사,bansa,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4494,방영,bangyeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4495,변동,byeondong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4496,보드,bodeu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4497,보이스,boiseu,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4498,비타민,bitamin,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4499,사료,saryo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4500,사물,samul,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4501,상인,sangin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4502,서장,seojang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4503,설비,seolbi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4504,세븐,sebeun,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4505,세웠,sewot,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4506,소방,sobang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4507,수다,suda,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4508,신라,sinra,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4509,아지,aji,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4510,야간,yagan,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4511,약자,yakja,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4512,어딘가,eodinga,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4513,어째서,eojjaeseo,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4514,염,yeom,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4515,와중,wajung,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4516,욕심,yoksim,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4517,원전,wonjeon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4518,월급,wolgeup,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4519,위장,wijang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4520,이겨,igyeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4521,이루어진,irueojin,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4522,일체,ilche,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4523,입시,ipsi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4524,입증,ipjeung,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4525,적당,jeokdang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4526,젊은이,jeolmeuni,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4527,조항,johang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4528,주먹,jumeok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4529,주식회사,jusikhoesa,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4530,중동,jungdong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4531,지루,jiru,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4532,체인,chein,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4533,초콜릿,chokolrit,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4534,축소,chukso,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4535,충북,chungbuk,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4536,코코,koko,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4537,킬,kil,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4538,푹,puk,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4539,프레임,peureim,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4540,플래시,peulraesi,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4541,항구,hanggu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4542,해체,haeche,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4543,행하,haengha,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4544,헌신,heonsin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4545,협약,hyeobyak,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4546,화가,hwaga,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4547,화나,hwana,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4548,화폐,hwapye,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4549,개장,gaejang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4550,거듭,geodeup,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4551,거친,geochin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4552,게이트,geiteu,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4553,계란,gyeran,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4554,고리,gori,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4555,관여,gwanyeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4556,광대,gwangdae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4557,구사,gusa,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4558,기뻐,gippeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4559,김해,gimhae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4560,꺼져,kkeojyeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4561,나비,nabi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4562,노하우,nohau,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4563,농촌,nongchon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4564,누군지,nugunji,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4565,뉴질랜드,nyujilraendeu,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4566,다운로드,daunrodeu,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4567,다이아몬드,daiamondeu,4001-5000,5,Frequency token/form,https://github.com/rspeer/wordfreq
4568,대령,daeryeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4569,도저히,dojeohi,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4570,라니까,ranikka,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4571,라면서,ramyeonseo,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4572,래퍼,raepeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4573,마블,mabeul,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4574,마요,mayo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4575,마우스,mauseu,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4576,매입,maeip,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4577,매직,maejik,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4578,메세지,meseji,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4579,목격,mokgyeok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4580,목요일,mogyoil,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4581,문신,munsin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4582,문재,munjae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4583,문화재,munhwajae,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4584,바쁜,bappeun,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4585,반성,banseong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4586,백신,baeksin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4587,번지,beonji,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4588,범죄자,beomjoeja,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4589,보입니다,boipnida,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4590,보트,boteu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4591,브라,beura,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4592,사다리,sadari,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4593,사후,sahu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4594,산다,sanda,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4595,상식,sangsik,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4596,설탕,seoltang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4597,수영장,suyeongjang,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4598,아인,ain,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4599,아픔,apeum,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4600,안다,anda,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4601,언더,eondeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4602,엉,eong,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4603,엘리베이터,elribeiteo,4001-5000,5,Frequency token/form,https://github.com/rspeer/wordfreq
4604,이끄,ikkeu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4605,이념,inyeom,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4606,이쁜,ippeun,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4607,인성,inseong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4608,입술,ipsul,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4609,자존심,jajonsim,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4610,전술,jeonsul,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4611,전제,jeonje,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4612,주력,juryeok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4613,증후군,jeunghugun,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4614,지형,jihyeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4615,쫓,jjot,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4616,찾아왔,chajawat,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4617,촉진,chokjin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4618,출석,chulseok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4619,친척,chincheok,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4620,쿠폰,kupon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4621,탱크,taengkeu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4622,톱,top,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4623,특허,teukheo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4624,파라,para,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4625,편의점,pyeonuijeom,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4626,피스,piseu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4627,한자,hanja,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4628,항공사,hanggongsa,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4629,해명,haemyeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4630,했으니,haesseuni,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4631,혐오,hyeomo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4632,혜,hye,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4633,ᄏᄏ,ᄏᄏ,4001-5000,0,Frequency token/form,https://github.com/rspeer/wordfreq
4634,각국,gakguk,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4635,갈게요,galgeyo,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4636,갈색,galsaek,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4637,건전,geonjeon,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4638,견해,gyeonhae,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4639,고양,goyang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4640,공작,gongjak,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4641,교양,gyoyang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4642,구별,gubyeol,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4643,권위,gwonwi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4644,규명,gyumyeong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4645,기절,gijeol,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4646,깔,kkal,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4647,낚시,naksi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4648,넘겨,neomgyeo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4649,대안,daean,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4650,듬,deum,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4651,령,ryeong,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4652,로라,rora,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4653,롬,rom,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4654,마냥,manyang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4655,면허,myeonheo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4656,멸망,myeolmang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4657,무렵,muryeop,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4658,뮤,myu,4001-5000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
4659,민중,minjung,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4660,반박,banbak,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4661,배울,baeul,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4662,배트맨,baeteumaen,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4663,버린다,beorinda,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4664,벌어진,beoreojin,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4665,보증,bojeung,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4666,분량,bunryang,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4667,비즈니스,bijeuniseu,4001-5000,4,Frequency token/form,https://github.com/rspeer/wordfreq
4668,사찰,sachal,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4669,서브,seobeu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4670,성남시,seongnamsi,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4671,성종,seongjong,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4672,손님,sonnim,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4673,스콧,seukot,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4674,스킨,seukin,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4675,아닌지,aninji,4001-5000,3,Frequency token/form,https://github.com/rspeer/wordfreq
4676,아담,adam,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4677,어스,eoseu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4678,억제,eokje,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4679,여수,yeosu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4680,와우,wau,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4681,외치,oechi,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4682,워너,woneo,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
4683,이스,iseu,4001-5000,2,Frequency token/form,https://github.com/rspeer/wordfreq
